timestamp,J1.phi,J1.phi.der,J2.phi,J2.phi.der,J3.phi,J3.phi.der,J4.phi,J4.phi.der
0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.09955274403615408,9.91583720607061,0.0004993588801485598,0.0997419829750617,0.0,0.0,0.0,0.0
0.02,0.19842106490805075,9.862870753302653,0.001989626897051436,0.19792096761625036,0.0,0.0,0.0,0.0
0.03,0.29690484549706625,9.838223305754328,0.0044474015719532314,0.292988615886919,0.0,0.0,0.0,0.0
0.04,0.3952621564533353,9.836501405666608,0.00783402279310217,0.3834456637725186,0.0,0.0,0.0,0.0
0.05,0.4936871970654999,9.850444496107665,0.01209618048406633,0.4678655216749094,0.0,0.0,0.0,0.0
0.06,0.5922956182963856,9.871755762851604,0.017166757489593728,0.5449168489347018,0.0,0.0,0.0,0.0
0.07,0.6911187574072303,9.892023739604305,0.022965890727549496,0.6133845361368371,0.0,0.0,0.0,0.0
0.08,0.7901070646568508,9.903639256503029,0.02940222039499537,0.6721887471807836,0.0,0.0,0.0,0.0
0.09,0.889142526871774,9.900638364734112,0.03637434199695791,0.7204021392176546,0.0,0.0,0.0,0.0
0.1,0.9880586012645155,9.87935535799744,0.0437724070159535,0.7572643669288712,0.0,0.0,0.0,0.0
0.11,1.0866652392269591,9.838846620580604,0.05147983409968504,0.7821940612933367,0.0,0.0,0.0,0.0
0.12,1.1847775217176886,9.781029918812449,0.05937518013677841,0.7947980908624775,0.0,0.0,0.0,0.0
0.13,1.2822408010218,9.708999347792567,0.06733654600807538,0.7964084124453913,0.0,0.0,0.0,0.0
0.14,1.3788989769812965,9.620264657936133,0.07530063013252933,0.7964084124453913,0.0,0.0,0.0,0.0
0.15,1.4746138929542565,9.521901530402477,0.08326471425698322,0.7964084124453913,0.0,0.0,0.0,0.0
0.16,1.5693370074163457,9.423538415650789,0.09122879838143713,0.7964084124453913,0.0,0.0,0.0,0.0
0.17,1.663116859723152,9.334803548168482,0.09919288250589108,0.7964084124453913,0.0,0.0,0.0,0.0
0.18,1.7560943173477768,9.26438311484921,0.10715696663034495,0.7964084124453913,0.0,0.0,0.0,0.0
0.19,1.8484888344277521,9.219170853989622,0.1151210507547988,0.7964084124453913,0.0,0.0,0.0,0.0
0.2,1.940576860284157,9.20359149650668,0.12308513487925277,0.7964084124453913,0.0,0.0,0.0,0.0
0.21,2.0326648491736896,9.219171158330278,0.13104921900370667,0.7964084124453913,0.0,0.0,0.0,0.0
0.22,2.1250594405624517,9.264382810085653,0.1390133031281606,0.7964084124453913,0.0,0.0,0.0,0.0
0.23,2.218036834059733,9.334803655808036,0.1469773872526145,0.7964084124453913,0.0,0.0,0.0,0.0
0.24,2.3118167118891133,9.423537646104144,0.1549414713770684,0.7964084124453913,0.0,0.0,0.0,0.0
0.25,2.406539815584972,9.521902953805519,0.1629055555015223,0.7964084124453913,0.0,0.0,0.0,0.0
0.26,2.5022547204209955,9.62026313584552,0.17086963962597623,0.7964084124453913,0.0,0.0,0.0,0.0
0.27,2.598912933100583,9.709000622518863,0.17883372375043016,0.7964084124453913,0.0,0.0,0.0,0.0
0.28,2.6963734260664327,9.779418641568967,0.18679780787488406,0.7964084124453913,0.0,0.0,0.0,0.0
0.29,2.794417055286465,9.824632863042927,0.19476189199933794,0.7964084124453913,0.0,0.0,0.0,0.0
0.3,2.892766918090956,9.840211169002771,0.2027259761237918,0.7964084124453913,0.0,0.0,0.0,0.0
0.31,2.991117141623951,9.824629033978105,0.21069006024824577,0.7964084124453913,0.0,0.0,0.0,0.0
0.32,3.089160299062089,9.77942229162167,0.21865414437269967,0.7964084124453913,0.0,0.0,0.0,0.0
0.33,3.1866211088901566,9.70899944366606,0.2266182284971536,0.7964084124453913,0.0,0.0,0.0,0.0
0.34,3.283279249334798,9.620264679272333,0.23458231262160753,0.7964084124453913,0.0,0.0,0.0,0.0
0.35,3.378994199248707,9.521901607158373,0.24254639674606138,0.7964084124453913,0.0,0.0,0.0,0.0
0.36,3.4737173155235905,9.42353886431834,0.25051048087051525,0.7964084124453913,0.0,0.0,0.0,0.0
0.37,3.567497169267155,9.334803797157903,0.2584745649949692,0.7964084124453913,0.0,0.0,0.0,0.0
0.38,3.660472120127742,9.262852790349307,0.2664411683792405,0.7979391537240117,0.0,0.0,0.0,0.0
0.39,3.7527994707105012,9.20519407142659,0.27447240410152574,0.8103852755513409,0.0,0.0,0.0,0.0
0.4,3.8446339843901747,9.164839346928488,0.2826899934807088,0.8351608166485109,0.0,0.0,0.0,0.0
0.41,3.9361606459043843,9.14370429996207,0.2912154370888696,0.871875051015164,0.0,0.0,0.0,0.0
0.42,4.027569309924344,9.140842719431543,0.30016538141481247,0.9199489691979932,0.0,0.0,0.0,0.0
0.43,4.119026446974636,9.152588321065137,0.3096497729674328,0.9786244439506507,0.0,0.0,0.0,0.0
0.44,4.21065002673004,9.17297069188005,0.31977013997316245,1.0469760751194417,0.0,0.0,0.0,0.0
0.45,4.302489400773297,9.194383972823168,0.3306179719414257,1.1239259603563279,0.0,0.0,0.0,0.0
0.46,4.39451309005685,9.208413291593438,0.3422732872329841,1.208260560466853,0.0,0.0,0.0,0.0
0.47,4.486605240823561,9.206757387970452,0.3548033760479285,1.2986497932019183,0.0,0.0,0.0,0.0
0.48,4.578571586552111,9.182160711614022,0.3682617226183742,1.3936683169589767,0.0,0.0,0.0,0.0
0.49,4.670153690739108,9.129223034515203,0.38268718213643016,1.4918174253251113,0.0,0.0,0.0,0.0
0.5,4.761051670810539,9.045070541445622,0.39810335127840796,1.5915494892953383,0.0,0.0,0.0,0.0
0.51,4.85095084480954,8.929749555199542,0.41451820387658045,1.6912913869438029,0.0,0.0,0.0,0.0
0.52,4.939552767071033,8.78635511556743,0.43192396878019157,1.7894705082096254,0.0,0.0,0.0,0.0
0.53,5.026604006348914,8.620872381572122,0.45029723356534657,1.884537973354624,0.0,0.0,0.0,0.0
0.54,5.111924255904181,8.441676129104126,0.46959935256389984,1.9749951334456712,0.0,0.0,0.0,0.0
0.55,5.195425593563675,8.258896658043664,0.4897770010713239,2.0594149197016307,0.0,0.0,0.0,0.0
0.56,5.277126691181429,8.08347804531087,0.5107630781491542,2.1364663397618724,0.0,0.0,0.0,0.0
0.57,5.357156071916094,7.9262799827499695,0.5324776981417363,2.204933924829512,0.0,0.0,0.0,0.0
0.58,5.435745711546679,7.797052319773952,0.5548295294283152,2.2637382147853686,0.0,0.0,0.0,0.0
0.59,5.51321680837431,7.703628642886828,0.57771713960735,2.311951553079237,0.0,0.0,0.0,0.0
0.6,5.589955271114629,7.651186452321653,0.6010307014244,2.348813801273789,0.0,0.0,0.0,0.0
0.61,5.666384471148977,7.64183594152234,0.6246536235728354,2.3737434945253177,0.0,0.0,0.0,0.0
0.62,5.742932217478998,7.674444510756519,0.6484644630703615,2.3863475221508965,0.0,0.0,0.0,0.0
0.63,5.8199969126235,7.743254435892832,0.6723413232525551,2.3879578437318596,0.0,0.0,0.0,0.0
0.64,5.897861274296558,7.831989151972897,0.6962209016898739,2.3879578437318596,0.0,0.0,0.0,0.0
0.65,5.976668896443076,7.930352296366509,0.7201004801271925,2.3879578437318596,0.0,0.0,0.0,0.0
0.66,6.056468321415542,8.028715547577923,0.7439800585645113,2.3879578437318596,0.0,0.0,0.0,0.0
0.67,6.137211011585456,8.117450450916094,0.76785963700183,2.3879578437318596,0.0,0.0,0.0,0.0
0.68,6.2187560744380646,8.187870403749564,0.7917392154391485,2.3879578437318596,0.0,0.0,0.0,0.0
0.69,6.300884092367452,8.233082881826828,0.815618793876467,2.3879578437318596,0.0,0.0,0.0,0.0
0.7,6.383318664783385,8.248662089836865,0.8394983723137857,2.3879578437318596,0.0,0.0,0.0,0.0
0.71,6.465753111177209,8.233083227937383,0.8633779507511042,2.3879578437318596,0.0,0.0,0.0,0.0
0.72,6.547881206437863,8.187869122274469,0.8872575291884227,2.3879578437318596,0.0,0.0,0.0,0.0
0.73,6.629426220164997,8.11745103420142,0.9111371076257412,2.3879578437318596,0.0,0.0,0.0,0.0
0.74,6.710168932344582,8.028714488986145,0.93501668606306,2.3879578437318596,0.0,0.0,0.0,0.0
0.75,6.789968363104901,7.930352444483713,0.9588962645003783,2.3879578437318596,0.0,0.0,0.0,0.0
0.76,6.8687759723439825,7.831988763068615,0.9827758429376972,2.3879578437318596,0.0,0.0,0.0,0.0
0.77,6.946640342471224,7.743254450191799,1.0066554213750158,2.3879578437318596,0.0,0.0,0.0,0.0
0.78,7.023702340255581,7.672834299641878,1.0305349998123343,2.3879578437318596,0.0,0.0,0.0,0.0
0.79,7.100181308732133,7.627621577860491,1.0544145782496532,2.3879578437318596,0.0,0.0,0.0,0.0
0.8,7.17635391658855,7.612042152151705,1.0782941566869717,2.3879578437318596,0.0,0.0,0.0,0.0
0.81,7.252526367941111,7.627621881011241,1.1021737351242904,2.3879578437318596,0.0,0.0,0.0,0.0
0.82,7.329005426724433,7.67283685567912,1.1260533135616089,2.3879578437318596,0.0,0.0,0.0,0.0
0.83,7.406067557168708,7.743250371732802,1.1499328919989273,2.3879578437318596,0.0,0.0,0.0,0.0
0.84,7.483931729205686,7.831991128893951,1.173812470436246,2.3879578437318596,0.0,0.0,0.0,0.0
0.85,7.5627393668152365,7.9303506225345775,1.1976920488735645,2.3879578437318596,0.0,0.0,0.0,0.0
0.86,7.642538771259967,8.028715281455217,1.2215716273108832,2.3879578437318596,0.0,0.0,0.0,0.0
0.87,7.723281453338247,8.117449962138163,1.2454512057482017,2.3879578437318596,0.0,0.0,0.0,0.0
0.88,7.804824001575491,8.186339479177246,1.269333303422857,2.3894885850231655,0.0,0.0,0.0,0.0
0.89,7.88688488566366,8.219105961112554,1.293280033441998,2.401934706963167,0.0,0.0,0.0,0.0
0.9,7.969065900290915,8.209909605402714,1.3174131170654926,2.4267102484882557,0.0,0.0,0.0,0.0
0.91,8.05093906270787,8.157616069721112,1.3418540546598887,2.4634244857236762,0.0,0.0,0.0,0.0
0.92,8.132081225722933,8.064329759712244,1.3667194927861306,2.5114984039910095,0.0,0.0,0.0,0.0
0.93,8.212105978099014,7.935234079992344,1.3921193809041899,2.5701738617401126,0.0,0.0,0.0,0.0
0.94,8.290692391059098,7.77814697869422,1.4181552400628175,2.638525521310124,0.0,0.0,0.0,0.0
0.95,8.367608061188104,7.6028348798398815,1.4449185667966344,2.715475388557334,0.0,0.0,0.0,0.0
0.96,8.442724446202373,7.420136635605876,1.4724893776253698,2.7998099791514948,0.0,0.0,0.0,0.0
0.97,8.516022797647759,7.241012529802459,1.500934958580664,2.890199256298193,0.0,0.0,0.0,0.0
0.98,8.587590542078487,7.075574693848705,1.5303088018605122,2.9852176883036616,0.0,0.0,0.0,0.0
0.99,8.657608138353337,6.932212231572919,1.5606497542019566,3.0833668872195785,0.0,0.0,0.0,0.0
1.0,8.726328589458943,6.816901226280261,1.5919814172814766,3.1830988624019736,0.0,0.0,0.0,0.0
1.01,8.79405042890295,6.732738383193468,1.6238117652181048,3.182840814293194,0.0004999999800000049,0.099999998,0.0,0.0
1.02,8.861087723619587,6.679772211861667,1.6556330214748265,3.1810198045605445,0.0019999999599999946,0.19999999800000043,0.0,0.0
1.03,8.927740521840104,6.655124618202401,1.687421784374987,3.176087446315389,0.004499999939999981,0.2999999980000001,0.0,0.0
1.04,8.994266909518672,6.653402308192296,1.719139392967093,3.166544481270423,0.007999999920000006,0.3999999980000004,0.0,0.0
1.05,9.060860939640826,6.667344320495676,1.7507325378866576,3.150964312715097,0.012499999899999966,0.49999999799999995,0.0,0.0
1.06,9.12763837865985,6.688656989044399,1.7821341038980336,3.1280156686511837,0.017999999879999947,0.5999999979999996,0.0,0.0
1.07,9.194630494728017,6.708923314251029,1.8132642239500716,3.096483322654003,0.024499999859999868,0.6999999979999988,0.0,0.0
1.08,9.261787805328341,6.720539691138832,1.844031540897065,3.055287549776727,0.031999999839999856,0.7999999979999988,0.0,0.0
1.09,9.3289923075884,6.71753855247847,1.87433465373117,3.003500941989659,0.04049999981999989,0.8999999979999995,0.0,0.0
1.1,9.396077313499283,6.696255888778584,1.9040637023794083,2.9403631700540167,0.04999999979999989,0.9999999979999995,0.0,0.0
1.11,9.462853007515486,6.655746693318013,1.9331021205414771,2.865292860290903,0.060499999779999765,1.0999999979999986,0.0,0.0
1.12,9.529134281041479,6.597930072400393,1.9613284538659996,2.777896888525787,0.07199999975999978,1.199999997999999,0.0,0.0
1.13,9.594766562160734,6.525899496007243,1.988620807737951,2.6795072101359536,0.08449999973999943,1.2999999979999963,0.0,0.0
1.14,9.659593739575723,6.437164811649014,2.0149158798393105,2.579507210135953,0.09799999971999952,1.3999999979999973,0.0,0.0
1.15,9.723477657142128,6.33880166912762,2.0402109519406704,2.4795072101359525,0.11249999969999955,1.4999999979999978,0.0,0.0
1.16,9.786369772952266,6.240438560183036,2.06450602404203,2.3795072101359525,0.12799999967999953,1.5999999979999977,0.0,0.0
1.17,9.848318629739081,6.151703843790977,2.0878010961433895,2.279507210135952,0.14449999965999955,1.699999997999998,0.0,0.0
1.18,9.909465087659253,6.0812832488537945,2.1100961682447497,2.179507210135951,0.16199999963999975,1.7999999979999994,0.0,0.0
1.19,9.970028599890917,6.03607094292856,2.131391240346109,2.079507210135951,0.18049999961999974,1.8999999979999995,0.0,0.0
1.2,10.03028563572922,6.020491698989467,2.1516915618767967,1.9897536039679737,0.19999475017067173,1.9897536041679766,0.0,0.0
1.21,10.09054269293365,6.036070633891702,2.1715890979164767,1.9897536039679737,0.21989228621235143,1.9897536041679766,0.0,0.0
1.22,10.151106144577557,6.081284226700172,2.1914866339561563,1.9897536039679737,0.23978982225403117,1.9897536041679766,0.0,0.0
1.23,10.212252652181594,6.15170316771092,2.211384169995836,1.9897536039679737,0.2596873582957108,1.9897536041679766,0.0,0.0
1.24,10.274201492860936,6.24043901439228,2.231281706035516,1.9897536039679737,0.27958489433739053,1.9897536041679766,0.0,0.0
1.25,10.337093600658571,6.3388015477762245,2.2511792420751955,1.9897536039679737,0.2994824303790704,1.9897536041679766,0.0,0.0
1.26,10.400977520709635,6.437164293961637,2.2710767781148755,1.9897536039679737,0.31937996642075017,1.9897536041679766,0.0,0.0
1.27,10.465804717099752,6.525900113266557,2.290974314154555,1.9897536039679737,0.33927750246243,1.9897536041679766,0.0,0.0
1.28,10.531434226099256,6.5963189300737595,2.3108718501942347,1.9897536039679737,0.3591750385041097,1.9897536041679766,0.0,0.0
1.29,10.597646843928796,6.641532740648627,2.3307693862339147,1.9897536039679737,0.37907257454578946,1.9897536041679766,0.0,0.0
1.3,10.66416572685696,6.657111351908105,2.3506669222735943,1.9897536039679737,0.3989701105874692,1.9897536041679766,0.0,0.0
1.31,10.730684933755494,6.641529356750353,2.370564458313274,1.9897536039679737,0.41886764662914916,1.9897536041679766,0.0,0.0
1.32,10.796897119271481,6.596322081934114,2.3904619943529535,1.9897536039679737,0.4387651826708288,1.9897536041679766,0.0,0.0
1.33,10.862526911604661,6.525899574750641,2.4103595303926335,1.9897536039679737,0.4586627187125087,1.9897536041679766,0.0,0.0
1.34,10.92735405900639,6.437164840251953,2.430257066432313,1.9897536039679737,0.47856025475418845,1.9897536041679766,0.0,0.0
1.35,10.991238004520254,6.3388016502620435,2.4501546024719927,1.9897536039679737,0.49845779079586805,1.9897536041679766,0.0,0.0
1.36,11.054130122185448,6.240439020508148,2.4700521385116723,1.9897536039679737,0.5183553268375477,1.9897536041679766,0.0,0.0
1.37,11.116078976818775,6.151703898102471,2.489949674551352,1.9897536039679737,0.5382528628792275,1.9897536041679766,0.0,0.0
1.38,11.177222928685197,6.079752890848999,2.5098484702215424,1.9905189746069327,0.5581516585514181,1.9905189748069356,0.0,0.0
1.39,11.23771928035671,6.022094172902755,2.5297795820627718,1.9967420355096601,0.5780827703946471,1.996742035709663,0.0,0.0
1.4,11.29772279522395,5.981739446462616,2.5498038707356376,2.009129806017095,0.5981070590695128,2.0091298062170977,0.0,0.0
1.41,11.357418457834338,5.960604398242037,2.5699820865201857,2.0274869232003048,0.6182852748560611,2.0274869234003075,0.0,0.0
1.42,11.416996121741953,5.957742847464259,2.590372552617839,2.0515238827242657,0.6386757409557143,2.0515238829242683,0.0,0.0
1.43,11.476622260287238,5.969488405158721,2.6110302423994396,2.0808616195430285,0.6593334307393155,2.080861619743031,0.0,0.0
1.44,11.536414842466785,5.989870737452945,2.6320059199406955,2.1150374347568004,0.6803091082825715,2.115037434956803,0.0,0.0
1.45,11.596423216343265,6.011284189390196,2.6533453297761116,2.1535123791387494,0.7016485181199875,2.153512379338752,0.0,0.0
1.46,11.656615904911682,6.025313282340783,2.6750884815011613,2.19567967660396,0.7233916698470372,2.195679676803963,0.0,0.0
1.47,11.716877058098222,6.023657499188817,2.6972690198620928,2.240874294391172,0.7455722082099688,2.240874294591175,0.0,0.0
1.48,11.777012406207625,5.999060804175786,2.719913687097214,2.2883835564467034,0.7682168754470899,2.288383556646706,0.0,0.0
1.49,11.836763506768007,5.946123101480441,2.7430419108810673,2.3374581091808624,0.7913450992329433,2.337458109380865,0.0,0.0
1.5,11.895830460393416,5.861970594868844,2.7666654890203635,2.387324113175818,0.81496867737424,2.3873241133758207,0.0,0.0
